Name,Genre,Centroid,Centroid Std,Rolloff 85%,Rolloff 85% Std,Rolloff 05%,Rolloff 05% Std,Zero-Crossing Rate,Zero-Crossing Rate (Std),Tempo,Low Energy Ratio,MFCC-0,MFCC-0 Std,MFCC-1,MFCC-1 Std,MFCC-2,MFCC-2 Std,MFCC-3,MFCC-3 Std,MFCC-4,MFCC-4 Std
blues.00002_0.wav,blues,1553.498,552.3476,3044.4302,933.72766,123.20812,71.10011,0.07277753,0.053315774,157.89473,0.4919355,-58.1515,55.69442,105.397606,31.737833,-5.228619,18.71972,13.953715,14.154777,1.3259331,12.347594
blues.00002_1.wav,blues,1493.27,383.11053,3017.6006,925.3034,98.41889,26.479342,0.06787897,0.02213282,157.89473,0.49596775,-41.57055,57.641262,110.87213,21.672876,-5.507095,16.801193,16.553999,11.76927,0.11233684,9.476928
blues.00002_2.wav,blues,1516.6742,354.28275,3022.68,866.49164,106.0163,28.732271,0.07325203,0.027245674,157.89473,0.4919355,-31.661884,54.119915,110.41404,20.632614,-8.797882,16.926573,15.388219,10.59316,-0.1891254,9.381739
blues.00002_3.wav,blues,1500.5048,457.48563,2932.5532,1056.4136,115.567314,37.6734,0.07303742,0.023924021,157.89473,0.5241935,-66.75934,68.683266,109.31731,32.97883,-9.458291,19.903925,19.268635,13.695224,2.7012122,10.025791
blues.00002_4.wav,blues,1547.4385,216.20212,2907.894,713.8159,125.378815,45.323254,0.08099365,0.016950756,157.89473,0.49596775,-28.20432,51.72539,110.74792,13.608166,-18.990942,22.659077,10.414799,8.774576,5.3008122,9.220554
blues.00002_5.wav,blues,1708.9854,282.19397,3321.7136,729.39124,102.80368,39.020214,0.08986934,0.028750576,157.89473,0.4919355,-25.163202,57.015846,98.29165,19.627235,-11.743103,19.697872,13.3121,9.213179,10.071258,9.324743
blues.00003_0.wav,blues,835.9125,322.75092,1585.9031,823.84644,65.77178,9.76635,0.024473129,0.014134618,62.5,0.48387095,-183.58545,81.65135,145.7206,24.493282,7.2196536,13.74295,26.323874,10.50667,7.045417,8.385283
blues.00003_1.wav,blues,1054.4758,377.7962,2131.4397,1022.6214,69.15805,13.511015,0.035780385,0.018018765,62.5,0.5685484,-162.54991,79.07203,134.7687,27.350878,4.5630975,15.523151,22.232956,13.27523,3.2409399,11.115749
blues.00003_2.wav,blues,1144.1602,466.10876,2466.1597,1480.3918,71.54581,16.75747,0.035800073,0.01983422,176.47058,0.62903225,-160.76149,81.61423,132.87111,26.97378,11.300771,16.276976,15.638204,13.461619,7.8782125,12.537048
blues.00003_3.wav,blues,1139.7633,505.41577,2405.8145,1418.2935,73.62966,14.431127,0.03522713,0.025798481,103.44827,0.5685484,-149.33754,74.16744,126.84789,23.5202,17.455349,16.828762,21.39809,11.7502985,11.4788885,10.251164
blues.00003_4.wav,blues,1170.7101,388.70883,2371.8215,1107.186,78.79589,21.466185,0.036880985,0.021819595,103.44827,0.58870965,-137.12747,66.83086,126.56878,18.350725,10.382376,15.692095,13.058289,18.165052,3.2357495,13.06556
blues.00003_5.wav,blues,1075.6145,404.36514,2154.1018,1130.1381,73.84673,14.078835,0.03189579,0.01934286,176.47058,0.5403226,-155.02985,74.81261,130.59186,18.588371,15.093718,13.351432,22.711422,15.316952,8.57609,13.291077
blues.00004_0.wav,blues,2060.684,836.39154,3906.6267,1534.5167,241.2066,82.58581,0.1257718,0.06990585,136.36363,0.5927419,-102.40523,66.21723,80.04238,46.339172,-12.49461,18.46695,0.95614904,14.275103,-15.797433,9.58492
blues.00004_1.wav,blues,2027.5435,620.6962,4098.602,1375.1948,219.15244,71.19722,0.107347056,0.04538051,130.43478,0.57258064,-111.99249,85.029076,82.28766,36.125435,-7.346533,14.874246,-5.095271,18.352299,-19.250633,11.091453
blues.00004_2.wav,blues,1786.403,429.2313,3377.5437,951.6803,236.34427,70.672195,0.10901863,0.032967746,136.36363,0.55241936,-109.566696,68.654205,94.013405,28.427334,-28.269484,12.222421,6.468774,9.771397,-16.877,9.83539
blues.00004_3.wav,blues,1745.0332,514.73395,3504.0947,1204.8304,201.70012,80.2456,0.08593159,0.03081466,136.36363,0.53629035,-141.36299,82.222046,96.84884,30.666359,-12.568794,14.800004,3.3421216,13.867418,-14.398325,11.723831
blues.00004_4.wav,blues,1660.2734,439.47482,3213.2227,1109.5935,217.67638,67.50882,0.08648485,0.023350963,136.36363,0.5846774,-111.565605,76.4404,101.96083,29.566814,-19.971716,11.844783,-1.3303161,14.152596,-15.458183,13.83178
blues.00004_5.wav,blues,1733.2377,440.00555,3385.966,1026.2283,223.4938,58.507515,0.09444501,0.029571079,142.85715,0.5483871,-110.51972,68.24417,98.1528,28.367996,-19.249712,14.098981,1.4442245,12.910811,-20.02903,12.442987
blues.00005_0.wav,blues,1144.6324,334.60977,2177.5886,1053.3134,141.74579,43.056755,0.053342756,0.016193032,68.181816,0.46370968,-196.2733,93.88535,134.6359,27.841066,-0.21659938,24.839096,12.09243,12.478012,-8.38159,11.331741
blues.00005_1.wav,blues,2450.1558,1230.8854,4464.7534,2011.4393,267.29825,288.77002,0.13989061,0.10209617,111.111115,0.6491935,-134.3636,90.83825,51.57169,78.35448,6.0787053,22.781063,3.8541698,18.866016,-8.4332,12.347983
blues.00005_2.wav,blues,2505.732,1214.5079,4717.2476,1642.6492,241.33685,394.21616,0.13120195,0.117416635,115.38461,0.54435486,-169.74796,96.244995,40.607224,70.440414,18.399311,23.855757,26.551355,25.405157,-0.41962162,17.328934
blues.00005_3.wav,blues,1279.2764,342.62927,2393.8757,892.3811,157.76544,34.348892,0.06072998,0.017315065,115.38461,0.43951613,-146.20741,71.3935,123.527664,27.800417,-10.425945,10.932291,9.500234,9.602305,-9.323954,7.5680118
blues.00005_4.wav,blues,2091.3877,1010.2657,4153.3467,1958.1848,202.5684,110.65369,0.106465004,0.07461304,115.38461,0.6733871,-120.922905,99.911026,81.23174,56.69581,10.993861,19.984571,3.0359375,15.730114,-9.468482,12.547287
blues.00005_5.wav,blues,1540.0942,461.68338,3005.7053,1097.7137,198.87823,52.868404,0.074451074,0.022201383,107.14286,0.46774194,-140.69055,67.95126,99.275154,35.1757,-16.394373,12.417894,8.569311,9.377573,-16.979622,7.7441835
blues.00006_0.wav,blues,1561.2136,737.35205,3120.2307,1402.1768,182.3376,96.29205,0.06927096,0.041432254,125.0,0.5927419,-168.54196,95.45207,86.5753,58.73415,-18.612116,28.50819,33.24451,24.537218,2.6449766,24.992664
blues.00006_1.wav,blues,943.1246,298.0876,1846.6024,584.94635,144.9584,30.982645,0.041143604,0.019362228,71.42857,0.48790324,-236.1685,81.21789,137.42334,22.153944,-20.398926,30.926533,36.400547,13.45107,18.587347,11.628315
blues.00006_2.wav,blues,1425.1237,678.6557,2838.0415,1446.9021,167.92426,88.62474,0.06046418,0.038524676,120.0,0.6169355,-171.18365,111.319115,104.98305,46.77654,-14.566943,32.437565,21.456938,25.17676,-1.3288757,24.575325
blues.00006_3.wav,blues,1792.1196,795.5931,3325.4907,1446.0112,197.96654,49.80475,0.09751843,0.05419945,125.0,0.5,-127.64485,82.93533,82.88701,63.196712,-26.950214,35.05645,45.979145,15.950015,4.2500973,15.809003
blues.00006_4.wav,blues,1256.432,388.3915,2287.9897,606.261,166.36136,44.640785,0.07485076,0.035934657,76.92308,0.51209676,-142.88217,113.89715,126.83188,31.843283,-42.270817,32.813255,47.155296,11.930922,10.615185,10.353207
blues.00006_5.wav,blues,1776.6041,477.5266,3345.982,1010.6267,210.73018,101.57811,0.09545702,0.038096085,125.0,0.57258064,-111.11803,99.96867,75.51811,40.63902,-29.862429,32.050568,30.692732,26.982027,-3.330785,22.155031
blues.00007_0.wav,blues,1453.4431,334.75674,3006.1829,842.03766,122.25302,23.232788,0.0555794,0.017449941,88.23529,0.6008065,-162.70265,79.19446,105.3265,19.949993,-6.449842,17.293688,23.417555,20.607641,15.464093,15.932061
blues.00007_1.wav,blues,1226.2527,716.53687,2447.0142,1242.4373,160.97806,108.20607,0.05663275,0.047134623,93.75,0.5564516,-168.63994,90.10339,120.74791,49.643955,-19.161076,19.778908,41.551617,17.13101,15.848825,15.704871
blues.00007_2.wav,blues,1550.2787,614.48584,3231.5435,1340.0692,159.58882,69.98356,0.057502992,0.03098639,90.90909,0.6814516,-138.46654,98.494446,97.43157,41.578335,-6.440824,19.841679,25.157267,24.462349,5.668302,21.310701
blues.00007_3.wav,blues,1105.8644,282.9458,2361.3154,645.9881,129.54652,28.070383,0.04585709,0.01638406,93.75,0.5685484,-156.08115,63.097904,129.86188,23.765013,-13.253714,22.085613,41.56162,15.675533,9.653611,16.497517
blues.00007_4.wav,blues,1702.9077,1021.29254,3082.7212,1574.6147,190.49939,91.614914,0.09484469,0.0725647,96.77419,0.55241936,-117.36843,84.658615,92.37711,71.19609,-18.175703,18.468695,43.75516,13.7047205,5.445527,18.109917
blues.00007_5.wav,blues,1660.0566,519.0001,3581.0237,1278.9813,137.66489,42.03199,0.058201943,0.024135439,93.75,0.608871,-153.07942,84.697655,91.78325,29.559126,2.0300274,22.726372,24.33234,20.875582,2.9547484,15.986198
blues.00008_0.wav,blues,1765.983,556.6376,3814.5461,1274.6088,79.79441,26.777641,0.06954267,0.039169196,83.333336,0.5322581,-63.277386,51.82072,90.42077,26.86834,9.194507,20.634476,26.562809,10.195288,8.411109,10.756873
blues.00008_1.wav,blues,1700.476,342.2537,3680.1372,1009.75006,79.49052,30.241604,0.06708748,0.023193758,83.333336,0.55241936,-62.671993,52.62911,92.2543,17.108265,6.7172203,18.389206,25.810404,12.402491,6.2392545,10.062286
blues.00008_2.wav,blues,1734.1274,391.63248,3821.666,1123.447,83.22409,34.381004,0.064421624,0.022600316,83.333336,0.5645161,-66.579994,50.85082,89.77823,21.108036,9.716285,20.756756,27.877346,12.655357,3.0685425,13.051468
blues.00008_3.wav,blues,1704.0781,351.7985,3863.1694,1040.9609,78.10127,28.86875,0.058723696,0.024256209,83.333336,0.53629035,-76.97301,54.393703,88.59039,17.909702,13.279232,20.64622,30.965816,11.6057625,7.154184,10.857994
blues.00008_4.wav,blues,1721.6313,369.82065,3727.2847,1119.606,79.83782,29.088324,0.06536471,0.021683885,166.66667,0.5604839,-63.43294,49.15988,92.2339,19.229937,7.9940615,18.335598,28.25194,12.515688,6.3985853,10.052691
blues.00008_5.wav,blues,1687.6779,374.62427,3799.6118,1167.737,73.28236,19.224777,0.057530556,0.024385974,84.52381,0.5403226,-82.74977,56.769577,93.56542,18.069508,11.268382,21.3782,20.801008,12.201163,6.9299626,11.317295
blues.00009_0.wav,blues,1931.3029,614.05585,4221.0723,1200.5646,135.92834,90.458176,0.08310429,0.040482383,111.111115,0.608871,-165.55142,88.83647,80.4241,37.496826,15.447608,21.522795,18.071714,14.769473,-5.150044,18.889301
blues.00009_1.wav,blues,1726.789,538.2646,3735.5767,1351.0891,141.70236,63.13423,0.08236202,0.033500686,83.333336,0.5604839,-129.45062,67.42468,95.594635,27.417934,6.4918485,22.265856,22.036568,22.247353,-7.794656,18.74695
blues.00009_2.wav,blues,1776.6288,442.92938,3693.8125,1002.1997,215.89641,89.98723,0.083665416,0.02301473,130.43478,0.57258064,-99.32426,56.538948,84.95428,32.25999,-8.634492,18.875868,17.25671,22.792566,-27.105452,19.214258
blues.00009_3.wav,blues,2151.421,640.4795,4830.818,933.402,116.56583,198.66466,0.088625014,0.058402654,125.0,0.608871,-193.82114,89.127335,67.626656,34.31353,29.222343,16.965473,21.837406,16.536606,-1.3362476,16.34969
blues.00009_4.wav,blues,1444.2007,198.74629,3123.6602,621.5433,58.738758,26.154774,0.05850318,0.01376038,136.36363,0.7258065,-218.27194,40.068996,112.06963,12.394131,11.441117,13.74013,18.229704,9.254171,1.6487894,10.685611
blues.00009_5.wav,blues,1868.936,453.6173,4055.579,1016.96545,174.00217,118.261894,0.07885939,0.02860834,130.43478,0.55241936,-143.76843,92.33725,81.87402,28.209011,3.8823593,21.613453,13.133188,19.651934,-16.287216,25.304058
blues.00010_0.wav,blues,1506.2399,330.6344,2744.8323,824.4562,205.17322,98.656715,0.08125158,0.013947747,157.89473,0.40725806,-112.84407,70.13949,99.57663,27.764093,-33.596405,22.085846,9.567566,16.314417,-14.138892,11.091023
blues.00010_1.wav,blues,1307.177,434.8767,2602.522,1186.7655,105.842636,80.52602,0.05378182,0.016468558,157.89473,0.608871,-201.33061,123.28086,113.5618,32.50528,4.4543447,30.47594,23.028933,18.785421,-5.608124,8.597768
blues.00010_2.wav,blues,1172.6167,397.8106,2273.316,1048.8578,106.14654,55.255802,0.04652454,0.018298158,78.947365,0.5483871,-141.31535,106.489784,127.90002,26.120611,1.51793,31.018698,24.09082,15.969606,-5.293716,9.475586
blues.00010_3.wav,blues,1335.1729,412.90717,2451.5725,969.7714,198.92165,85.254234,0.06426018,0.01766387,120.0,0.41129032,-79.032486,75.14536,120.52809,30.387945,-21.417957,18.530022,6.979737,13.557232,-17.026512,6.87445
blues.00010_4.wav,blues,1837.1971,481.21808,4194.503,1082.7056,176.21628,149.50816,0.064256236,0.02537615,166.66667,0.7701613,-153.94778,77.405556,76.365875,40.89539,14.915588,14.471106,19.94454,22.724276,-11.04816,12.354165
blues.00010_5.wav,blues,1305.9277,294.3932,2349.7239,798.43726,191.62814,91.00886,0.06773327,0.011856428,166.66667,0.47580644,-123.01391,64.439095,118.831276,26.529306,-29.956873,27.144436,8.257677,16.447634,-19.785831,8.497518
blues.00011_0.wav,blues,1354.2786,709.53046,2852.1074,1740.7662,98.59255,42.071968,0.04412448,0.036691062,157.89473,0.5604839,-246.39839,72.08059,106.842316,36.332245,11.994669,18.518118,22.326471,14.501545,11.481853,15.634784
blues.00011_1.wav,blues,1360.222,706.2284,2919.0515,1743.6384,91.90684,40.096954,0.04296875,0.0405049,157.89473,0.54435486,-248.79004,82.33059,103.71489,29.396172,20.649063,16.511837,26.44351,16.154171,6.8617034,15.420748
blues.00011_2.wav,blues,1357.6173,888.4701,2740.6646,1783.1226,107.01481,64.9823,0.056888703,0.076586545,157.89473,0.58870965,-193.5833,81.902855,110.728,44.264576,15.774631,15.635553,17.557947,14.814554,1.3466907,16.946648
blues.00011_3.wav,blues,1315.5801,665.5229,2800.1414,1681.279,106.3636,41.969097,0.040448587,0.026068257,157.89473,0.608871,-217.40155,72.647354,111.18185,35.370365,15.2169285,17.679716,21.958858,15.566828,4.597844,15.501088
blues.00011_4.wav,blues,1383.5234,693.44116,2965.5908,1756.2515,100.502754,47.530365,0.043781895,0.03291423,157.89473,0.49596775,-190.33679,84.14554,101.00146,31.28794,17.764263,21.963396,26.542833,18.340578,4.739599,20.308874
blues.00011_5.wav,blues,1329.4998,589.8728,2983.5208,1533.997,100.76324,47.460682,0.035372827,0.023744099,157.89473,0.5564516,-203.38223,73.56251,100.472565,27.443415,17.892525,18.555943,29.309338,19.023193,11.312224,12.3832855
blues.00012_0.wav,blues,1474.5001,471.99905,2984.2153,926.8474,84.526505,65.08072,0.06835543,0.03847285,176.47058,0.5846774,-171.28961,76.554276,93.620575,28.623514,12.024807,24.776617,51.94729,22.131216,-4.374746,17.061491
blues.00012_1.wav,blues,1514.8597,665.7543,2791.719,1039.4164,113.830765,79.66174,0.08979256,0.06601242,93.75,0.5927419,-146.31,63.048477,93.95777,41.61375,-0.17440648,24.08099,55.23186,11.843245,1.0735686,12.779922
blues.00012_2.wav,blues,1507.4883,498.71298,3064.9216,905.1077,101.457855,74.53849,0.08350988,0.055661477,93.75,0.6330645,-146.81999,74.46457,96.74162,28.495571,10.134066,19.128386,53.211063,19.303381,-3.2859294,16.452606
blues.00012_3.wav,blues,1296.7937,467.7147,2589.0637,876.25995,93.86045,53.964138,0.066349156,0.048995405,93.75,0.57258064,-141.21059,66.57731,106.55696,29.197203,2.630057,20.543581,55.510838,17.800697,-1.3028785,12.146659
blues.00012_4.wav,blues,1289.1119,377.53937,2695.2537,927.7849,95.51018,71.61321,0.0644295,0.03234465,93.75,0.5604839,-148.59148,81.74604,115.517815,24.827953,2.9180553,31.13014,34.968018,14.437886,-5.9704847,16.5352
blues.00012_5.wav,blues,1081.2866,359.07593,2300.102,981.1265,78.14469,41.986427,0.04242337,0.025468042,96.77419,0.5604839,-170.16475,69.36083,119.68895,20.995064,14.356055,18.232264,55.382057,10.275311,1.724881,14.194344
blues.00013_0.wav,blues,1288.0778,411.7205,2650.581,1121.0852,47.972157,28.366636,0.047365252,0.032922197,107.14286,0.6008065,-163.26486,46.606884,107.30377,22.708242,28.463146,22.828503,34.303593,11.731177,11.854517,11.6636505
blues.00013_1.wav,blues,1362.2456,257.39862,2996.2844,721.8499,53.1818,35.604515,0.050613895,0.022234268,107.14286,0.5403226,-148.87643,47.00984,110.102005,14.930658,23.501328,19.185242,36.631023,14.309422,4.722274,15.404034
blues.00013_2.wav,blues,1430.8927,444.14093,2942.7988,994.4073,77.05935,52.74034,0.06172623,0.04492021,107.14286,0.62096775,-154.10925,57.87245,99.96973,25.875242,21.130268,25.737335,37.144997,13.303172,9.257238,12.973099
blues.00013_3.wav,blues,1120.7544,250.0005,2333.5308,1008.7631,57.00221,26.509789,0.032919608,0.009331712,107.14286,0.6048387,-171.32687,45.98139,118.84309,15.241037,32.626553,18.50005,34.151024,10.542349,14.993785,11.476532
blues.00013_4.wav,blues,1542.9006,472.02377,2984.8232,1007.0755,71.37215,60.43464,0.06700676,0.039207287,111.111115,0.6895161,-170.58533,40.641148,89.01626,29.23096,17.732193,23.072231,41.55113,16.757301,8.772158,10.110678
blues.00013_5.wav,blues,1215.4307,443.43396,2385.9744,1081.8424,60.60555,40.722713,0.050038982,0.040604718,111.111115,0.6008065,-160.86046,44.789585,108.75395,27.320957,26.342978,22.66832,38.34615,10.097861,10.793837,14.746292
blues.00014_0.wav,blues,958.05963,162.62636,1773.6239,582.8588,38.768448,26.85983,0.03368747,0.012495412,88.23529,0.7016129,-259.2581,67.91079,122.1631,13.271113,16.685352,27.889328,39.883343,10.248031,13.816965,13.938678
blues.00014_1.wav,blues,1096.4429,413.04086,2063.7578,1078.0935,50.79405,64.982834,0.04424458,0.04714273,157.89473,0.6895161,-300.19812,108.3672,102.96465,25.182192,35.75463,37.92125,40.676846,7.859933,18.613115,17.062437
blues.00014_2.wav,blues,1196.6095,412.56448,2506.621,1023.62555,44.802956,61.308777,0.041527532,0.041325275,150.0,0.6169355,-280.06168,99.648415,89.41818,27.897072,28.562756,30.674566,43.747307,11.936193,15.564654,16.043232
blues.00014_3.wav,blues,1245.2948,303.06964,2604.823,831.179,53.833008,56.21994,0.04782203,0.02823842,150.0,0.62096775,-246.17216,93.3376,93.26167,19.786388,15.330889,29.011911,40.524982,16.272177,11.2020645,14.174977
blues.00014_4.wav,blues,1338.4584,504.02835,2679.4946,912.9515,56.264175,69.457825,0.055246662,0.053369403,142.85715,0.6653226,-257.4791,114.20606,89.65081,26.111895,24.608295,29.03011,50.284405,20.657393,7.8468213,20.176903
blues.00014_5.wav,blues,1195.4669,283.93423,2444.1487,751.1116,43.413715,33.9352,0.047762964,0.03609718,142.85715,0.6008065,-253.99203,86.51078,103.44315,23.005495,9.96291,30.983192,46.30047,11.8731575,23.466028,12.657363
blues.00015_0.wav,blues,1541.7944,510.66348,3149.9255,669.1361,72.41408,74.86015,0.06855823,0.057305932,100.0,0.641129,-220.24329,72.22988,88.70062,33.349735,12.22911,20.805986,40.505283,20.827179,10.814764,17.448036
blues.00015_1.wav,blues,1494.1373,513.63806,2947.2703,916.1549,86.65378,79.786995,0.07348239,0.057233244,100.0,0.6169355,-211.97495,79.097176,94.2077,33.10397,7.036385,37.474842,39.237812,21.86604,13.010067,12.63399
blues.00015_2.wav,blues,1322.2417,300.74466,2891.3535,876.1302,78.535416,82.171135,0.052909605,0.028944245,100.0,0.608871,-215.13986,75.082054,106.1554,21.142864,16.117788,31.31931,31.610067,15.22203,3.033376,18.789747
blues.00015_3.wav,blues,1588.5557,538.72943,3184.483,731.0592,96.074554,81.2905,0.077798165,0.044182785,96.77419,0.5645161,-176.58981,68.04742,96.14857,34.611454,0.36623654,25.950624,31.05077,22.734608,-1.6309638,14.238718
blues.00015_4.wav,blues,1254.8096,219.8002,2728.0745,761.52075,72.41408,50.902504,0.048755277,0.016331939,93.75,0.63709676,-209.77611,56.386524,111.1461,17.437578,10.167684,22.567297,36.418945,17.187574,2.6040432,13.737756
blues.00015_5.wav,blues,1331.9004,395.2166,2698.8137,894.0801,93.94728,69.4309,0.062338553,0.037941314,103.44827,0.6008065,-188.35442,65.54424,104.59605,25.979155,7.4716735,24.52597,41.86434,11.409081,7.7436395,12.789436
blues.00016_0.wav,blues,1340.5154,324.86584,2726.555,972.9462,53.442284,29.459173,0.054468956,0.027107684,100.0,0.55241936,-174.06374,67.53965,109.117645,23.488897,9.705956,32.10969,30.453014,14.749028,14.21209,14.467095
blues.00016_1.wav,blues,1595.8652,495.76706,3139.159,879.7382,98.24524,86.28226,0.07722522,0.05088467,100.0,0.5322581,-153.39473,84.414375,91.866936,29.955132,5.9625397,31.791473,32.113995,22.890728,7.031158,17.611763
blues.00016_2.wav,blues,1555.242,261.14005,3407.369,1010.90247,73.065285,70.91733,0.0682314,0.03115495,136.36363,0.57258064,-179.14368,74.73351,94.74577,19.222515,5.671181,29.765617,22.283823,15.763926,7.903013,15.662518
blues.00016_3.wav,blues,1259.1346,323.0511,2547.5168,933.53546,52.2267,31.697098,0.047479443,0.023411911,103.44827,0.61290324,-182.22342,51.142437,115.25807,20.36446,12.571801,25.893425,28.541523,13.724567,9.694297,11.69726
blues.00016_4.wav,blues,1437.2515,398.74533,3002.3623,1072.6165,75.06232,75.83857,0.053645965,0.036224335,103.44827,0.6532258,-187.70032,81.31124,95.48272,24.421463,20.468039,32.909603,37.708153,22.222586,15.042693,15.350278
blues.00016_5.wav,blues,1534.2383,382.919,3233.6272,898.2116,76.14766,83.601204,0.06581165,0.041656807,103.44827,0.5967742,-176.36488,84.53229,90.68541,25.976765,14.159111,31.919863,32.09523,29.02869,10.531886,18.831198
blues.00017_0.wav,blues,1158.7362,485.08725,2384.8022,1067.9237,53.702766,24.277508,0.050153177,0.026341738,166.66667,0.55241936,-176.2012,78.509445,110.951256,36.478397,17.294044,23.420225,62.22213,13.877764,8.82951,15.596348
blues.00017_1.wav,blues,1119.5225,503.80988,2191.3508,1034.7245,58.825584,40.468266,0.05069659,0.029428845,166.66667,0.5685484,-179.31136,74.2944,118.89746,31.81467,9.712735,22.177387,60.634068,14.408888,10.121191,10.8210945
blues.00017_2.wav,blues,1203.9138,479.78976,2391.2275,990.8712,53.442284,34.35227,0.053368352,0.029304223,166.66667,0.5645161,-172.39098,70.796715,113.16895,34.46731,8.82866,23.02184,59.07395,16.897198,4.8395553,13.033442
blues.00017_3.wav,blues,1117.686,519.53174,2091.1084,1067.2979,52.400356,38.654278,0.05489423,0.037964843,166.66667,0.6169355,-193.74345,83.61718,113.202,36.77176,16.128298,23.804037,59.414997,14.957298,11.895575,11.884624
blues.00017_4.wav,blues,940.73785,434.73526,1771.106,999.40436,40.852306,22.577095,0.039824456,0.023061069,166.66667,0.6572581,-222.26956,80.41408,127.655785,30.75245,16.776674,24.284369,56.30683,13.451252,16.033293,14.487286
blues.00017_5.wav,blues,992.2976,408.80902,1959.9122,938.3981,40.89572,27.820978,0.041381836,0.022919761,130.43478,0.608871,-194.64316,62.230274,129.70099,29.022291,7.5952477,20.690392,60.41309,17.6174,9.900038,12.8717165
blues.00018_0.wav,blues,1630.1439,551.4373,3540.649,1180.9486,62.16844,58.475037,0.06929853,0.06300505,111.111115,0.55241936,-192.0244,59.021797,81.80674,34.364662,28.946333,19.763712,38.621117,14.836471,18.168741,11.45065
blues.00018_1.wav,blues,1627.1233,396.90182,3890.607,1247.4667,49.18774,40.85429,0.05137585,0.038896594,111.111115,0.57258064,-210.08453,64.08963,83.46664,20.717363,30.559267,25.075218,38.491844,15.10765,19.685284,12.131032
blues.00018_2.wav,blues,1559.8135,431.96872,4014.5532,1558.0565,35.903145,21.805227,0.04086402,0.013832418,81.08108,0.641129,-229.91658,43.03597,92.11704,20.79649,37.76831,11.1803465,26.35579,7.874218,19.137728,9.6448555
blues.00018_3.wav,blues,1758.1776,334.5108,3925.6853,1066.0652,47.66826,35.60846,0.07915669,0.048859056,130.43478,0.5604839,-203.56978,55.10481,78.299126,21.490137,19.852869,26.97879,27.713882,12.131457,8.7231,13.732707
